Metric,train_loss,train_acc,train_ce_loss,train_kl_loss,train_task_loss,val_loss,val_acc,val_ce_loss,val_kl_loss,val_task_loss,val_ce_loss_t,val_ce_loss_v,val_ce_loss_a,val_kl_loss_t,val_kl_loss_v,val_kl_loss_a,train_ce_loss_t,train_ce_loss_v,train_ce_loss_a,train_kl_loss_t,train_kl_loss_v,train_kl_loss_a,coeff,comb,dataset
199,4.002,80.44,3.4038,0.0276,0.5707,5.7731,65.4,4.7351,0.011,1.0271,1.0681,1.0439,1.0447,0.0014,0.0032,0.0027,0.6094,0.8446,0.8152,0.0027,0.0083,0.0074,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.50,1.50",MELD
199,0.9097,98.21,0.5212,0.3349,0.0536,6.5899,71.66,4.4362,1.064,1.0897,1.354,1.1511,1.3556,0.2389,0.1881,0.2823,0.0834,0.2509,0.0615,0.0406,0.1443,0.0383,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.50,1.50",IEMO
199,3.2898,80.59,2.6984,0.0284,0.5631,4.7213,65.44,3.6764,0.0112,1.0336,1.0666,1.0432,1.045,0.0014,0.0033,0.0027,0.6132,0.8448,0.8181,0.0027,0.0086,0.0076,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.50,1.50",MELD
199,0.7941,98.28,0.4131,0.3339,0.0471,6.9794,71.78,4.8196,1.0439,1.1159,1.5075,1.1865,1.3718,0.3292,0.2094,0.2671,0.0669,0.2535,0.0592,0.0528,0.1531,0.0342,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.50,1.50",IEMO
199,3.1552,80.74,2.5685,0.0273,0.5593,4.7361,65.44,3.693,0.0106,1.0325,1.0715,1.0428,1.0429,0.0015,0.0033,0.0027,0.6002,0.8487,0.8194,0.0028,0.0087,0.0077,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.50,1.50",MELD
199,0.8896,98.45,0.5285,0.313,0.048,7.2942,71.16,5.3284,0.85,1.1158,1.4966,1.1631,1.3388,0.2646,0.1701,0.3304,0.0636,0.2503,0.0577,0.0494,0.1454,0.0456,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.00,1.50",IEMO
199,3.5835,80.55,2.9956,0.0238,0.564,5.2542,65.29,4.2119,0.0094,1.0329,1.07,1.0425,1.0431,0.0014,0.0034,0.0029,0.6052,0.8454,0.8198,0.0028,0.0088,0.0079,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.00,1.50",MELD
199,0.8103,98.57,0.406,0.3595,0.0447,7.0991,72.03,4.778,1.2034,1.1177,1.4384,1.1779,1.4411,0.2655,0.2115,0.3252,0.0753,0.2561,0.0497,0.0409,0.1618,0.0369,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.50,1.50",IEMO
199,3.2732,80.65,2.6816,0.0282,0.5634,4.7229,65.56,3.6784,0.0111,1.0334,1.0675,1.0449,1.044,0.0014,0.0033,0.0028,0.6128,0.848,0.8138,0.0027,0.0085,0.0076,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.50,1.50",MELD
199,0.6808,99.31,0.3698,0.2861,0.025,7.7597,71.1,5.3542,1.1456,1.2598,1.6205,1.1661,1.7118,0.4228,0.2749,0.2986,0.0601,0.2555,0.0361,0.0451,0.204,0.0247,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.50,1.00",IEMO
199,3.2681,80.75,2.6826,0.0236,0.5619,4.7254,65.44,3.6799,0.0092,1.0364,1.0682,1.0449,1.0445,0.0014,0.0034,0.0029,0.6127,0.8483,0.8144,0.0028,0.009,0.0078,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.50,1.00",MELD
199,0.8916,98.33,0.52,0.3186,0.0531,6.3964,71.72,4.3782,0.9568,1.0614,1.3578,1.1256,1.332,0.3059,0.1811,0.2528,0.0819,0.2523,0.0596,0.0524,0.1425,0.035,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.50,1.50",IEMO
199,3.2889,80.68,2.6989,0.0271,0.5629,4.7215,65.48,3.6768,0.0105,1.0342,1.0667,1.0435,1.0448,0.0015,0.0033,0.0027,0.6132,0.845,0.8183,0.0028,0.0086,0.0076,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.50,1.50",MELD
199,0.8277,98.66,0.421,0.3671,0.0396,8.1962,71.66,5.7518,1.2902,1.1542,1.5355,1.2037,1.4965,0.2818,0.2324,0.346,0.0652,0.2545,0.0458,0.0394,0.1685,0.0368,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.50,1.50",IEMO
199,3.5732,80.59,2.9792,0.028,0.5659,5.2538,65.48,4.214,0.011,1.0288,1.0695,1.0441,1.0439,0.0014,0.0032,0.0027,0.6051,0.8487,0.8152,0.0027,0.0085,0.0075,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.50,1.50",MELD
199,0.6914,99.41,0.3879,0.28,0.0235,8.5753,71.6,6.306,1.0059,1.2634,1.6977,1.1637,1.7305,0.3252,0.2603,0.4204,0.0529,0.2568,0.0345,0.0393,0.2061,0.0346,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.00,1.00",IEMO
199,3.5629,80.57,2.9796,0.0201,0.5632,5.2583,65.52,4.2154,0.0079,1.035,1.071,1.0438,1.0434,0.0014,0.0035,0.003,0.6051,0.8489,0.8153,0.0027,0.0092,0.0082,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.00,1.00",MELD
199,0.8245,99.36,0.5221,0.2772,0.0251,9.2466,70.79,6.9401,1.0255,1.2811,1.7188,1.1697,1.7382,0.3311,0.2648,0.4296,0.0552,0.2536,0.0394,0.0397,0.2005,0.037,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.00,1.00",IEMO
199,3.9929,80.42,3.4049,0.0198,0.5682,5.7759,65.56,4.7352,0.0078,1.0328,1.0691,1.0436,1.0441,0.0014,0.0035,0.003,0.6092,0.8454,0.8154,0.0027,0.0091,0.008,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.00,1.00",MELD
199,0.7622,98.4,0.3922,0.3172,0.0528,5.8979,71.9,3.8672,0.9469,1.0839,1.3782,1.1501,1.3389,0.3113,0.1868,0.2369,0.0758,0.2539,0.0626,0.0505,0.1424,0.0353,coeff_1p5,"comb_1.00,1.00,1.00,1.00,1.50,1.50",IEMO
199,2.8556,80.96,2.2722,0.0276,0.5558,4.2079,65.63,3.1597,0.0107,1.0375,1.0699,1.0448,1.0451,0.0015,0.0034,0.0028,0.6067,0.8476,0.8179,0.0029,0.0088,0.0078,coeff_1p5,"comb_1.00,1.00,1.00,1.00,1.50,1.50",MELD
199,0.8421,99.14,0.5231,0.2887,0.0303,8.0787,71.41,5.7774,1.0511,1.2502,1.7023,1.1328,1.5248,0.2376,0.2484,0.4463,0.0659,0.2522,0.046,0.0364,0.1922,0.0419,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.00,1.00",IEMO
199,3.5795,80.67,2.9955,0.0216,0.5624,5.2561,65.36,4.2118,0.0086,1.0357,1.0701,1.0421,1.0435,0.0013,0.0036,0.003,0.6047,0.8458,0.8198,0.0026,0.0093,0.0083,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.00,1.00",MELD
199,0.826,98.43,0.4248,0.3533,0.0478,7.0159,71.6,4.7442,1.1642,1.1075,1.515,1.1255,1.3462,0.254,0.2038,0.3183,0.0719,0.2562,0.0608,0.0416,0.1558,0.0381,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.50,1.50",IEMO
199,3.1569,80.77,2.5688,0.0287,0.5593,4.7364,65.44,3.6924,0.0113,1.0326,1.0712,1.0424,1.0432,0.0014,0.0033,0.0028,0.6003,0.8487,0.8197,0.0027,0.0087,0.0077,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.50,1.50",MELD
199,0.9243,98.52,0.5423,0.335,0.047,7.2325,72.09,5.1622,0.9995,1.0709,1.4263,1.1181,1.3456,0.3087,0.1933,0.2672,0.0658,0.2539,0.0628,0.0517,0.1525,0.0364,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.50,1.50",IEMO
199,3.5875,80.56,2.9955,0.0268,0.5652,5.2522,65.33,4.2117,0.0104,1.0301,1.0695,1.0423,1.0439,0.0015,0.0033,0.0027,0.6054,0.8455,0.8191,0.0028,0.0085,0.0075,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.50,1.50",MELD
199,0.6944,99.0,0.3765,0.2832,0.0347,6.5307,70.55,4.2952,1.004,1.2315,1.6171,1.1554,1.5227,0.213,0.2457,0.4388,0.0704,0.2577,0.0484,0.0343,0.1892,0.0425,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.00,1.00",IEMO
199,2.848,81.13,2.2729,0.0223,0.5528,4.2114,65.48,3.1592,0.0089,1.0433,1.0708,1.044,1.0444,0.0013,0.0038,0.0032,0.606,0.8485,0.8185,0.0027,0.0096,0.0086,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.00,1.00",MELD
199,0.6727,99.17,0.3651,0.2765,0.031,6.4181,71.66,4.2011,1.0483,1.1688,1.5333,1.1604,1.5074,0.3778,0.2654,0.2701,0.0642,0.2513,0.0497,0.0461,0.1864,0.0294,coeff_1p5,"comb_1.00,1.00,1.00,1.00,1.50,1.00",IEMO
199,2.8513,81.08,2.2729,0.0242,0.5541,4.2085,65.56,3.1588,0.0094,1.0402,1.0703,1.0438,1.0447,0.0014,0.0036,0.0029,0.6066,0.8485,0.8179,0.0029,0.0093,0.0081,coeff_1p5,"comb_1.00,1.00,1.00,1.00,1.50,1.00",MELD
199,0.7853,98.59,0.3989,0.3427,0.0437,7.1005,71.1,4.8742,1.0856,1.1407,1.418,1.1819,1.5162,0.3583,0.2064,0.2784,0.0741,0.2548,0.0467,0.0512,0.1603,0.034,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.50,1.50",IEMO
199,3.2729,80.62,2.6826,0.0269,0.5633,4.7229,65.52,3.6792,0.0104,1.0333,1.067,1.0455,1.0444,0.0014,0.0032,0.0027,0.6129,0.848,0.8145,0.0028,0.0085,0.0076,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.50,1.50",MELD
199,0.8103,98.97,0.4975,0.2776,0.0352,7.0914,71.84,4.8618,1.017,1.2125,1.5871,1.1746,1.5129,0.2221,0.2416,0.4423,0.0728,0.2505,0.049,0.0359,0.1818,0.042,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.00,1.00",IEMO
199,3.2804,80.64,2.6987,0.0219,0.5599,4.7267,65.59,3.6777,0.0087,1.0403,1.0681,1.0432,1.0447,0.0013,0.0037,0.0031,0.6124,0.8452,0.8186,0.0027,0.0094,0.0084,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.00,1.00",MELD
199,0.946,98.36,0.5517,0.3493,0.0449,8.4857,71.29,6.2572,1.0708,1.1577,1.5101,1.1696,1.4918,0.223,0.201,0.4348,0.0644,0.2549,0.0486,0.038,0.1606,0.0514,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.00,1.50",IEMO
199,3.9978,80.4,3.4037,0.0246,0.5695,5.7717,65.56,4.7326,0.0098,1.0292,1.0682,1.0433,1.0436,0.0013,0.0033,0.0028,0.6094,0.8444,0.8153,0.0026,0.0086,0.0078,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.00,1.50",MELD
199,0.7993,98.24,0.4046,0.3411,0.0536,6.0761,72.03,3.8939,1.0975,1.0847,1.3947,1.1607,1.3385,0.2416,0.1947,0.2954,0.0816,0.2579,0.0651,0.0405,0.1486,0.0383,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.50,1.50",IEMO
199,2.8572,80.9,2.2723,0.029,0.5559,4.2056,65.56,3.1574,0.0113,1.0369,1.0691,1.044,1.0443,0.0014,0.0034,0.0028,0.6067,0.848,0.8176,0.0028,0.0088,0.0078,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.50,1.50",MELD
199,0.9144,98.35,0.5276,0.3393,0.0474,7.5284,71.53,5.3866,1.0079,1.1338,1.4217,1.1646,1.4787,0.2128,0.1866,0.4087,0.0754,0.253,0.0484,0.0397,0.1527,0.0506,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.00,1.50",IEMO
199,3.6987,80.43,3.1062,0.0248,0.5677,5.2422,65.56,4.1991,0.0099,1.0332,1.0656,1.0441,1.0449,0.0013,0.0034,0.0029,0.6172,0.8449,0.8145,0.0027,0.0087,0.0078,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.00,1.50",MELD
199,0.801,99.28,0.5005,0.272,0.0284,8.2808,71.29,6.0327,0.9775,1.2706,1.6023,1.1804,1.7732,0.3238,0.2626,0.391,0.0618,0.253,0.0395,0.0441,0.1916,0.0363,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.00,1.00",IEMO
199,3.6925,80.53,3.1063,0.0201,0.5661,5.2466,65.52,4.2013,0.0079,1.0374,1.0671,1.0443,1.0452,0.0013,0.0036,0.003,0.617,0.8448,0.8148,0.0028,0.0092,0.0081,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.00,1.00",MELD
199,0.916,98.52,0.5429,0.3312,0.0419,8.4852,70.73,6.3567,0.9659,1.1626,1.5269,1.2101,1.5008,0.2854,0.1915,0.3932,0.0613,0.2537,0.0469,0.0479,0.1573,0.0473,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.00,1.50",IEMO
199,3.9972,80.4,3.4041,0.0233,0.5698,5.773,65.36,4.7343,0.0092,1.0295,1.069,1.0432,1.044,0.0014,0.0033,0.0028,0.6094,0.8448,0.8152,0.0027,0.0086,0.0077,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.00,1.50",MELD
199,0.7555,98.66,0.3888,0.3222,0.0446,6.7987,71.66,4.7707,0.9233,1.1047,1.3827,1.2056,1.455,0.2812,0.1878,0.3605,0.071,0.2522,0.0437,0.0483,0.1521,0.0458,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.00,1.50",IEMO
199,3.2686,80.64,2.6825,0.0239,0.5621,4.7254,65.52,3.6796,0.0093,1.0364,1.068,1.0454,1.0442,0.0014,0.0034,0.0029,0.6129,0.8482,0.8143,0.0028,0.0088,0.008,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.00,1.50",MELD
199,0.7944,99.1,0.4979,0.2632,0.0333,6.9085,71.47,4.817,0.9193,1.1723,1.5785,1.1585,1.5007,0.3146,0.2376,0.3671,0.0724,0.2508,0.0493,0.0447,0.1802,0.0384,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.00,1.00",IEMO
199,3.28,80.65,2.6995,0.0206,0.5599,4.7277,65.56,3.6787,0.0081,1.0409,1.0685,1.0432,1.0453,0.0014,0.0037,0.0031,0.6124,0.8454,0.819,0.0028,0.0094,0.0084,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.00,1.00",MELD
199,0.8509,99.21,0.5287,0.2922,0.0299,8.1859,71.9,5.8469,1.1135,1.2254,1.6827,1.1563,1.5883,0.4065,0.2643,0.2951,0.0607,0.2573,0.0517,0.0481,0.1977,0.0309,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.50,1.00",IEMO
199,3.583,80.61,2.996,0.0234,0.5637,5.2539,65.29,4.2117,0.0091,1.0331,1.0697,1.0419,1.0443,0.0014,0.0034,0.0028,0.6053,0.8458,0.8193,0.0028,0.009,0.0078,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.50,1.00",MELD
199,0.8053,98.49,0.4133,0.3507,0.0414,8.046,71.47,5.776,1.0958,1.1742,1.5696,1.1865,1.4901,0.2324,0.203,0.4428,0.0616,0.2539,0.0446,0.0376,0.1637,0.0487,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.00,1.50",IEMO
199,3.568,80.56,2.9785,0.025,0.5646,5.2557,65.52,4.2139,0.0099,1.0319,1.0701,1.044,1.0432,0.0014,0.0033,0.0029,0.6052,0.848,0.8151,0.0027,0.0087,0.0079,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.00,1.50",MELD
199,0.8362,99.17,0.5122,0.2936,0.0303,8.0638,71.72,5.7881,1.0481,1.2277,1.5314,1.1565,1.6813,0.2286,0.2374,0.4678,0.0676,0.2535,0.0429,0.0375,0.1943,0.043,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.00,1.00",IEMO
199,3.6943,80.52,3.1067,0.0213,0.5663,5.246,65.63,4.2008,0.0085,1.0367,1.0667,1.0442,1.0451,0.0013,0.0036,0.003,0.6169,0.8451,0.8148,0.0027,0.0092,0.0082,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.00,1.00",MELD
199,0.6982,99.29,0.3843,0.2863,0.0276,7.763,71.1,5.3798,1.1242,1.259,1.7331,1.1549,1.6253,0.4048,0.2679,0.301,0.055,0.2561,0.0457,0.0445,0.1986,0.0288,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.50,1.00",IEMO
199,3.151,80.85,2.5694,0.0239,0.5577,4.739,65.48,3.6937,0.0093,1.036,1.0722,1.0421,1.0433,0.0015,0.0035,0.0029,0.5999,0.8497,0.8198,0.0028,0.0092,0.008,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.50,1.00",MELD
199,0.785,98.74,0.4093,0.3365,0.0392,7.8508,71.41,5.7284,0.9876,1.1348,1.5352,1.1829,1.4951,0.3008,0.1934,0.3967,0.0605,0.2533,0.0435,0.0488,0.1619,0.0449,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.00,1.50",IEMO
199,3.5675,80.59,2.9794,0.0237,0.5644,5.2557,65.44,4.2146,0.0093,1.0318,1.0704,1.0441,1.0432,0.0014,0.0033,0.0029,0.605,0.8483,0.8157,0.0027,0.0087,0.0079,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.00,1.50",MELD
199,0.744,98.18,0.3894,0.3003,0.0543,5.9001,71.6,3.9545,0.849,1.0965,1.4251,1.1952,1.3342,0.26,0.1683,0.3366,0.0784,0.2513,0.0597,0.0496,0.1358,0.0469,coeff_1p5,"comb_1.00,1.00,1.00,1.00,1.00,1.50",IEMO
199,2.8519,80.93,2.273,0.0246,0.5542,4.2092,65.52,3.1591,0.0096,1.0404,1.0702,1.0448,1.0442,0.0014,0.0035,0.003,0.6066,0.8481,0.8183,0.0028,0.0091,0.0082,coeff_1p5,"comb_1.00,1.00,1.00,1.00,1.00,1.50",MELD
199,0.8917,98.31,0.5183,0.3194,0.054,6.5096,71.6,4.4853,0.9135,1.1107,1.401,1.1632,1.3395,0.1971,0.1727,0.3588,0.0842,0.2504,0.0585,0.0406,0.1398,0.0488,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.00,1.50",IEMO
199,3.2854,80.65,2.6983,0.0254,0.5617,4.7238,65.44,3.677,0.0101,1.0366,1.0667,1.0439,1.0445,0.0013,0.0035,0.0029,0.6128,0.8445,0.8188,0.0027,0.0089,0.008,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.00,1.50",MELD
199,0.7151,99.4,0.3964,0.2933,0.0255,8.786,71.16,6.3352,1.1539,1.2968,1.7455,1.17,1.698,0.2432,0.2533,0.5358,0.0553,0.2582,0.0368,0.0317,0.2067,0.0391,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.00,1.00",IEMO
199,3.5646,80.64,2.98,0.0214,0.5632,5.2581,65.59,4.2145,0.0086,1.0351,1.0705,1.0432,1.0437,0.0013,0.0036,0.003,0.605,0.8488,0.8158,0.0026,0.0092,0.0082,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.00,1.00",MELD
199,0.9368,98.8,0.5474,0.3496,0.0399,8.5718,71.6,6.2942,1.1372,1.1404,1.5395,1.1716,1.4851,0.3492,0.2151,0.3103,0.0625,0.2542,0.0482,0.0519,0.1655,0.0329,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.50,1.50",IEMO
199,4.001,80.44,3.4039,0.0262,0.5708,5.7716,65.33,4.7343,0.0102,1.0271,1.0682,1.0436,1.0444,0.0015,0.0032,0.0027,0.6096,0.8446,0.8151,0.0028,0.0083,0.0073,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.50,1.50",MELD
199,0.85,99.23,0.5303,0.2935,0.0262,9.1285,71.53,6.7645,1.0871,1.2768,1.6656,1.1672,1.6769,0.237,0.2507,0.4809,0.0562,0.257,0.0404,0.032,0.2042,0.0413,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.00,1.00",IEMO
199,3.9941,80.41,3.4047,0.0211,0.5684,5.7769,65.4,4.7358,0.0085,1.0327,1.0689,1.0439,1.0444,0.0013,0.0035,0.003,0.6092,0.845,0.8156,0.0026,0.0091,0.0081,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.00,1.00",MELD
199,0.9161,98.67,0.5302,0.3413,0.0447,7.4149,71.35,5.2696,1.0461,1.0993,1.3822,1.1501,1.4415,0.3318,0.2019,0.2743,0.0768,0.2536,0.0486,0.0536,0.1578,0.034,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.50,1.50",IEMO
199,3.7021,80.47,3.1064,0.0265,0.5692,5.2424,65.52,4.2011,0.0103,1.0309,1.0658,1.0448,1.0454,0.0014,0.0032,0.0027,0.6177,0.8447,0.8145,0.0028,0.0084,0.0074,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.50,1.50",MELD
199,0.8452,99.19,0.5116,0.3047,0.0289,8.2974,70.86,5.8112,1.2477,1.2386,1.5451,1.1728,1.6713,0.2893,0.2622,0.3677,0.0654,0.2554,0.0421,0.0399,0.1983,0.031,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.50,1.00",IEMO
199,3.6985,80.5,3.1066,0.0244,0.5675,5.2434,65.52,4.2006,0.0097,1.0331,1.0657,1.0442,1.0457,0.0013,0.0034,0.0029,0.6172,0.8454,0.8142,0.0027,0.0089,0.0077,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.50,1.00",MELD
199,0.8706,98.26,0.5163,0.3002,0.0542,6.3492,71.53,4.4421,0.8296,1.0774,1.4016,1.138,1.3335,0.2596,0.1662,0.3208,0.0792,0.252,0.059,0.0487,0.1365,0.0468,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.00,1.50",IEMO
199,3.2844,80.63,2.6989,0.0241,0.5613,4.7244,65.56,3.6777,0.0095,1.0372,1.0676,1.0437,1.0446,0.0014,0.0034,0.0029,0.6128,0.8449,0.8188,0.0028,0.0089,0.008,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.00,1.50",MELD
199,0.7768,98.57,0.4117,0.3173,0.0478,6.8213,70.98,4.7944,0.9236,1.1033,1.5285,1.1838,1.3178,0.2817,0.1861,0.3629,0.0669,0.2549,0.0565,0.049,0.1488,0.0451,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.00,1.50",IEMO
199,3.1515,80.71,2.5692,0.0243,0.5579,4.739,65.48,3.6937,0.0095,1.0358,1.0721,1.0432,1.0424,0.0015,0.0034,0.0029,0.5998,0.8495,0.82,0.0028,0.0089,0.0081,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.00,1.50",MELD
199,0.6977,99.0,0.3718,0.2921,0.0338,6.6485,71.47,4.2656,1.17,1.2129,1.5687,1.1491,1.5479,0.2771,0.2551,0.3328,0.0704,0.2528,0.0486,0.039,0.1864,0.0315,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.50,1.00",IEMO
199,2.852,80.99,2.2723,0.0256,0.5541,4.2088,65.44,3.1583,0.0101,1.0404,1.0699,1.044,1.0444,0.0014,0.0036,0.003,0.6063,0.8481,0.8179,0.0027,0.0093,0.0081,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.50,1.00",MELD
199,0.7606,99.55,0.4219,0.3166,0.0221,10.8539,71.35,8.1954,1.3264,1.3321,1.8041,1.1418,1.7227,0.2125,0.2674,0.6339,0.053,0.2565,0.0297,0.0273,0.2189,0.043,coeff_2,"comb_2.00,2.00,1.00,2.00,1.00,1.00",IEMO
199,4.2813,80.43,3.6888,0.022,0.5705,6.3055,65.59,5.2682,0.009,1.0282,1.0695,1.0434,1.0429,0.0013,0.0035,0.003,0.6049,0.8496,0.8147,0.0025,0.009,0.008,coeff_2,"comb_2.00,2.00,1.00,2.00,1.00,1.00",MELD
199,0.7066,99.43,0.4022,0.2794,0.0251,8.7505,70.79,6.4656,1.0044,1.2805,1.8097,1.1988,1.6475,0.3396,0.2623,0.4024,0.0506,0.2595,0.0414,0.0405,0.2028,0.0361,coeff_2,"comb_2.00,1.00,1.00,1.00,1.00,1.00",IEMO
199,3.445,80.71,2.8657,0.0206,0.5587,5.2745,65.4,4.2304,0.0081,1.036,1.074,1.0408,1.0415,0.0014,0.0036,0.0031,0.596,0.8515,0.8222,0.0027,0.0094,0.0084,coeff_2,"comb_2.00,1.00,1.00,1.00,1.00,1.00",MELD
199,0.9806,99.35,0.6618,0.2918,0.027,9.6893,71.23,7.4298,1.0127,1.2469,1.5656,1.1142,1.8179,0.3211,0.2654,0.4262,0.0697,0.2586,0.0374,0.0489,0.2033,0.0395,coeff_2,"comb_1.00,2.00,2.00,1.00,1.00,1.00",IEMO
199,4.5354,80.12,3.9397,0.0194,0.5763,6.2826,65.63,5.2426,0.0077,1.0323,1.0644,1.0446,1.0445,0.0013,0.0034,0.0029,0.6256,0.8434,0.8136,0.0027,0.0089,0.0079,coeff_2,"comb_1.00,2.00,2.00,1.00,1.00,1.00",MELD
199,0.738,99.17,0.4087,0.3016,0.0276,8.5207,71.53,6.084,1.1498,1.2868,1.7319,1.135,1.4852,0.1842,0.2698,0.5116,0.0541,0.2572,0.0434,0.0257,0.2053,0.045,coeff_2,"comb_2.00,1.00,1.00,2.00,1.00,1.00",IEMO
199,3.4464,80.71,2.8645,0.0231,0.5588,5.2749,65.4,4.2301,0.0094,1.0354,1.074,1.0404,1.0417,0.0013,0.0037,0.0031,0.5957,0.8511,0.822,0.0026,0.0095,0.0085,coeff_2,"comb_2.00,1.00,1.00,2.00,1.00,1.00",MELD
199,1.1812,97.23,0.7088,0.3955,0.0769,6.6794,71.9,4.5502,1.1406,0.9886,1.2072,1.0877,1.1675,0.1764,0.1572,0.2367,0.1015,0.2597,0.0878,0.0389,0.1212,0.0377,coeff_2,"comb_1.00,1.00,2.00,2.00,2.00,2.00",IEMO
199,3.7315,80.29,3.1246,0.0349,0.572,5.2333,65.59,4.1935,0.0137,1.0261,1.0625,1.0431,1.0448,0.0014,0.003,0.0025,0.6192,0.8434,0.8186,0.0027,0.0078,0.0069,coeff_2,"comb_1.00,1.00,2.00,2.00,2.00,2.00",MELD
199,0.9055,97.56,0.4403,0.3907,0.0745,5.6642,71.72,3.517,1.149,0.9982,1.2059,1.1047,1.2064,0.1773,0.1597,0.2375,0.0974,0.2611,0.0818,0.0385,0.1197,0.0371,coeff_2,"comb_1.00,1.00,1.00,2.00,2.00,2.00",IEMO
199,2.8653,80.89,2.2708,0.0361,0.5585,4.2024,65.63,3.1569,0.0141,1.0314,1.0676,1.0446,1.0448,0.0014,0.0031,0.0026,0.6068,0.847,0.817,0.0027,0.0081,0.0072,coeff_2,"comb_1.00,1.00,1.00,2.00,2.00,2.00",MELD
199,0.9472,98.33,0.4693,0.4285,0.0493,9.3958,71.78,7.0399,1.2221,1.1338,1.4924,1.1507,1.4522,0.1883,0.1788,0.4878,0.0648,0.256,0.0418,0.0338,0.1495,0.062,coeff_2,"comb_2.00,2.00,1.00,2.00,1.00,2.00",IEMO
