Metric,train_loss,train_acc,train_ce_loss,train_kl_loss,train_task_loss,val_loss,val_acc,val_ce_loss,val_kl_loss,val_task_loss,val_ce_loss_t,val_ce_loss_v,val_ce_loss_a,val_kl_loss_t,val_kl_loss_v,val_kl_loss_a,train_ce_loss_t,train_ce_loss_v,train_ce_loss_a,train_kl_loss_t,train_kl_loss_v,train_kl_loss_a,coeff,comb,dataset
199,2.8363,81.12,2.2751,0.0118,0.5493,4.2185,65.33,3.1597,0.0047,1.0541,1.0724,1.044,1.0433,0.0014,0.0043,0.0036,0.606,0.8497,0.8195,0.003,0.011,0.0098,coeff_0p5,"comb_1.00,1.00,1.00,0.50,0.50,0.50",MELD
199,0.3562,99.55,0.1776,0.1612,0.0175,4.4153,70.86,2.3528,0.661,1.4015,1.7157,1.1956,1.7942,0.4802,0.3316,0.2551,0.0626,0.2571,0.0354,0.0552,0.2276,0.0198,coeff_0p5,"comb_0.50,0.50,0.50,0.50,1.00,0.50",IEMO
199,1.6904,81.97,1.1493,0.0179,0.5232,2.6596,65.17,1.581,0.0072,1.0714,1.0708,1.0436,1.0475,0.0019,0.0047,0.0039,0.6046,0.8621,0.8319,0.0035,0.0117,0.0103,coeff_0p5,"comb_0.50,0.50,0.50,0.50,1.00,0.50",MELD
199,0.5125,99.57,0.324,0.1701,0.0184,5.8718,70.61,3.8384,0.6655,1.3679,1.6957,1.1519,1.8387,0.2207,0.2909,0.5987,0.0601,0.2595,0.0345,0.0345,0.2287,0.0425,coeff_0p5,"comb_0.50,1.00,1.00,1.00,0.50,0.50",IEMO
199,2.5359,81.19,1.9787,0.0138,0.5435,3.6897,65.44,2.6237,0.0056,1.0604,1.067,1.045,1.0453,0.0015,0.0045,0.0038,0.619,0.8497,0.8195,0.0032,0.0112,0.01,coeff_0p5,"comb_0.50,1.00,1.00,1.00,0.50,0.50",MELD
199,0.4833,99.05,0.2265,0.2235,0.0333,5.562,71.66,3.7998,0.5856,1.1766,1.6191,1.1475,1.607,0.3306,0.1874,0.4658,0.0597,0.2547,0.0395,0.0542,0.1718,0.0491,coeff_0p5,"comb_1.00,1.00,0.50,0.50,0.50,1.00",IEMO
199,2.4112,81.3,1.8513,0.0168,0.5432,3.7003,65.4,2.639,0.0066,1.0547,1.0741,1.0459,1.0421,0.0015,0.0041,0.0035,0.6006,0.8607,0.8203,0.003,0.0105,0.0095,coeff_0p5,"comb_1.00,1.00,0.50,0.50,0.50,1.00",MELD
199,0.3383,99.67,0.174,0.1477,0.0166,4.1977,71.78,2.312,0.5225,1.3632,1.6956,1.149,1.7793,0.3369,0.2776,0.4305,0.0573,0.2567,0.034,0.0437,0.2212,0.0304,coeff_0p5,"comb_0.50,0.50,0.50,0.50,0.50,0.50",IEMO
199,1.6851,81.97,1.1502,0.0137,0.5212,2.6645,65.13,1.5809,0.0057,1.0779,1.0718,1.0443,1.0457,0.0019,0.0051,0.0043,0.6044,0.863,0.833,0.0036,0.0125,0.0113,coeff_0p5,"comb_0.50,0.50,0.50,0.50,0.50,0.50",MELD
199,0.4819,99.66,0.3106,0.1527,0.0186,4.6585,70.92,2.8321,0.503,1.3235,1.6395,1.1476,1.7296,0.3369,0.2698,0.3993,0.0652,0.2591,0.0379,0.0488,0.2233,0.0333,coeff_0p5,"comb_0.50,0.50,1.00,0.50,0.50,0.50",IEMO
199,2.1201,81.53,1.5738,0.013,0.5333,3.1765,65.25,2.1007,0.0053,1.0704,1.0686,1.0428,1.0472,0.0018,0.0048,0.0041,0.6137,0.8508,0.8324,0.0035,0.0118,0.0107,coeff_0p5,"comb_0.50,0.50,1.00,0.50,0.50,0.50",MELD
199,0.5346,99.55,0.3477,0.1701,0.0167,7.0669,71.47,4.9002,0.6955,1.4712,1.9401,1.1452,1.8149,0.2368,0.3012,0.6163,0.0518,0.2583,0.0377,0.031,0.2346,0.0437,coeff_0p5,"comb_1.00,1.00,1.00,1.00,0.50,0.50",IEMO
199,2.837,81.03,2.2742,0.0132,0.5496,4.2181,65.33,3.1597,0.0053,1.0531,1.0727,1.0433,1.0438,0.0013,0.0043,0.0036,0.6056,0.8491,0.8195,0.0028,0.0109,0.0097,coeff_0p5,"comb_1.00,1.00,1.00,1.00,0.50,0.50",MELD
199,0.6113,98.76,0.3378,0.232,0.0415,5.0967,71.84,3.3573,0.5961,1.1434,1.3931,1.134,1.5267,0.1854,0.1737,0.474,0.0799,0.2557,0.0422,0.039,0.1649,0.0563,coeff_0p5,"comb_0.50,1.00,1.00,1.00,0.50,1.00",IEMO
199,2.5413,81.04,1.9778,0.0181,0.5454,3.6851,65.52,2.6235,0.0073,1.0544,1.0657,1.0454,1.0452,0.0015,0.0041,0.0035,0.6197,0.849,0.8189,0.0031,0.0103,0.0094,coeff_0p5,"comb_0.50,1.00,1.00,1.00,0.50,1.00",MELD
199,0.6434,98.8,0.3645,0.2433,0.0356,6.2382,71.6,4.3477,0.6611,1.2294,1.5879,1.1757,1.584,0.203,0.2066,0.503,0.0656,0.256,0.0429,0.0385,0.1768,0.056,coeff_0p5,"comb_1.00,1.00,1.00,1.00,0.50,1.00",IEMO
199,2.843,81.1,2.2741,0.0175,0.5514,4.2153,65.33,3.1601,0.007,1.0482,1.0719,1.0443,1.044,0.0013,0.004,0.0034,0.606,0.8488,0.8193,0.0028,0.0101,0.0092,coeff_0p5,"comb_1.00,1.00,1.00,1.00,0.50,1.00",MELD
199,0.5361,99.67,0.3281,0.1908,0.0172,6.0363,72.09,3.8014,0.8958,1.3391,1.6234,1.1468,1.843,0.3482,0.3089,0.3932,0.0655,0.2617,0.0336,0.0456,0.2356,0.0274,coeff_0p5,"comb_0.50,1.00,1.00,1.00,1.00,0.50",IEMO
199,2.5409,81.05,1.9779,0.0176,0.5454,3.6864,65.59,2.624,0.0071,1.0554,1.066,1.045,1.046,0.0015,0.0042,0.0035,0.6197,0.8495,0.8186,0.0031,0.0106,0.0092,coeff_0p5,"comb_0.50,1.00,1.00,1.00,1.00,0.50",MELD
199,0.5668,98.54,0.3237,0.1928,0.0503,4.0996,71.04,2.5352,0.4447,1.1197,1.3184,1.189,1.3739,0.2428,0.1535,0.3397,0.0845,0.2525,0.0579,0.0576,0.139,0.05,coeff_0p5,"comb_0.50,0.50,1.00,0.50,0.50,1.00",IEMO
199,2.1263,81.56,1.5734,0.0175,0.5354,3.1725,65.21,2.1012,0.0071,1.0642,1.0676,1.0439,1.0469,0.0017,0.0043,0.0038,0.6142,0.8503,0.8322,0.0034,0.0108,0.0101,coeff_0p5,"comb_0.50,0.50,1.00,0.50,0.50,1.00",MELD
199,0.3828,99.72,0.2128,0.157,0.0129,6.2932,71.9,4.3149,0.6006,1.3777,1.852,1.1026,1.9117,0.407,0.292,0.5021,0.0551,0.2596,0.0279,0.0458,0.2387,0.0296,coeff_0p5,"comb_1.00,1.00,0.50,0.50,0.50,0.50",IEMO
199,2.4057,81.25,1.852,0.0123,0.5414,3.7048,65.25,2.6397,0.0049,1.0602,1.0751,1.0442,1.0425,0.0015,0.0045,0.0038,0.6004,0.8617,0.8208,0.0031,0.0115,0.0101,coeff_0p5,"comb_1.00,1.00,0.50,0.50,0.50,0.50",MELD
199,0.4295,98.5,0.1909,0.1908,0.0478,3.5966,71.23,1.9904,0.4829,1.1232,1.4,1.2068,1.3741,0.2741,0.1584,0.3751,0.0751,0.2531,0.0536,0.0537,0.1401,0.0477,coeff_0p5,"comb_0.50,0.50,0.50,0.50,0.50,1.00",IEMO
199,1.6912,81.86,1.1494,0.0184,0.5234,2.6593,65.13,1.5807,0.0075,1.0711,1.0707,1.0454,1.0454,0.0019,0.0046,0.004,0.6049,0.8613,0.8328,0.0035,0.0114,0.0105,coeff_0p5,"comb_0.50,0.50,0.50,0.50,0.50,1.00",MELD
199,0.6483,98.9,0.348,0.2618,0.0384,5.3339,72.46,3.3786,0.822,1.1333,1.3688,1.1731,1.5212,0.2691,0.2236,0.3292,0.0869,0.2591,0.0455,0.0492,0.1751,0.0376,coeff_0p5,"comb_0.50,1.00,1.00,1.00,1.00,1.00",IEMO
199,2.5461,81.02,1.9773,0.0217,0.5471,3.6832,65.44,2.6239,0.0086,1.0507,1.0646,1.0458,1.0458,0.0015,0.0038,0.0032,0.6202,0.8489,0.8183,0.0031,0.0098,0.0088,coeff_0p5,"comb_0.50,1.00,1.00,1.00,1.00,1.00",MELD
199,0.4084,99.57,0.2186,0.1741,0.0158,6.678,71.23,4.4441,0.7166,1.5173,2.0294,1.1271,1.8511,0.2335,0.3052,0.661,0.0498,0.2679,0.0348,0.0312,0.2422,0.0436,coeff_0p5,"comb_1.00,1.00,0.50,1.00,0.50,0.50",IEMO
199,2.4068,81.38,1.8517,0.0137,0.5415,3.7037,65.36,2.6392,0.0056,1.0589,1.075,1.0442,1.0421,0.0014,0.0045,0.0038,0.6001,0.8616,0.8208,0.0029,0.0114,0.01,coeff_0p5,"comb_1.00,1.00,0.50,1.00,0.50,0.50",MELD
199,0.6352,98.78,0.3485,0.2474,0.0393,5.5044,71.35,3.506,0.8165,1.1819,1.58,1.2276,1.397,0.2567,0.231,0.3288,0.0684,0.251,0.0581,0.0419,0.1686,0.037,coeff_0p5,"comb_1.00,0.50,1.00,1.00,1.00,1.00",IEMO
199,2.4325,81.22,1.8662,0.0219,0.5444,3.6974,65.29,2.6377,0.0088,1.0509,1.0729,1.0415,1.0466,0.0015,0.004,0.0033,0.6007,0.8499,0.8312,0.0029,0.01,0.009,coeff_0p5,"comb_1.00,0.50,1.00,1.00,1.00,1.00",MELD
199,0.3771,99.69,0.1929,0.1702,0.014,5.3759,71.1,3.2744,0.7181,1.3833,1.6491,1.1314,1.8842,0.5305,0.3432,0.2813,0.0614,0.2653,0.0296,0.0552,0.2466,0.0193,coeff_0p5,"comb_0.50,1.00,0.50,0.50,1.00,0.50",IEMO
199,2.1098,81.44,1.5571,0.0169,0.5359,3.1723,65.33,2.1026,0.0067,1.063,1.0676,1.047,1.0452,0.0017,0.0044,0.0036,0.6143,0.8613,0.8193,0.0034,0.0112,0.0096,coeff_0p5,"comb_0.50,1.00,0.50,0.50,1.00,0.50",MELD
199,0.5927,98.9,0.3378,0.2145,0.0405,5.0954,71.6,3.4354,0.5216,1.1384,1.3974,1.1419,1.5948,0.3013,0.1693,0.4032,0.08,0.2569,0.0408,0.0573,0.1591,0.0533,coeff_0p5,"comb_0.50,1.00,1.00,0.50,0.50,1.00",IEMO
199,2.5401,81.17,1.9782,0.0167,0.5452,3.6874,65.52,2.6243,0.0066,1.0564,1.0654,1.0459,1.0457,0.0016,0.0041,0.0035,0.6203,0.8493,0.8188,0.0033,0.0104,0.0094,coeff_0p5,"comb_0.50,1.00,1.00,0.50,0.50,1.00",MELD
199,0.6221,98.83,0.3509,0.2305,0.0407,5.2665,70.55,3.4476,0.6232,1.1957,1.5647,1.1589,1.4481,0.1997,0.1944,0.4582,0.0654,0.2549,0.061,0.0364,0.1662,0.0558,coeff_0p5,"comb_1.00,0.50,1.00,1.00,0.50,1.00",IEMO
199,2.428,81.25,1.8669,0.0182,0.5429,3.7006,65.21,2.6382,0.0074,1.055,1.0737,1.0418,1.0453,0.0015,0.0042,0.0036,0.6007,0.8501,0.8322,0.0029,0.0104,0.0097,coeff_0p5,"comb_1.00,0.50,1.00,1.00,0.50,1.00",MELD
199,0.5004,98.8,0.2102,0.2529,0.0373,4.811,71.53,2.8213,0.8393,1.1504,1.4482,1.1731,1.5106,0.2736,0.2181,0.3476,0.0709,0.2571,0.0462,0.0412,0.1763,0.0353,coeff_0p5,"comb_0.50,1.00,0.50,1.00,1.00,1.00",IEMO
199,2.1162,81.35,1.5556,0.0224,0.5382,3.1671,65.4,2.1015,0.009,1.0566,1.0668,1.0477,1.0443,0.0016,0.004,0.0034,0.614,0.8596,0.8188,0.0032,0.0102,0.009,coeff_0p5,"comb_0.50,1.00,0.50,1.00,1.00,1.00",MELD
199,0.4812,98.74,0.2081,0.2322,0.041,4.564,72.34,2.8133,0.6153,1.1354,1.3768,1.1558,1.547,0.2001,0.1841,0.4621,0.0745,0.2586,0.0415,0.0378,0.1656,0.0575,coeff_0p5,"comb_0.50,1.00,0.50,1.00,0.50,1.00",IEMO
199,2.1109,81.35,1.5558,0.0188,0.5363,3.1704,65.4,2.1017,0.0077,1.0611,1.068,1.0481,1.0436,0.0016,0.0043,0.0037,0.6134,0.8599,0.8192,0.0032,0.0107,0.0097,coeff_0p5,"comb_0.50,1.00,0.50,1.00,0.50,1.00",MELD
199,0.5392,99.74,0.3541,0.1716,0.0134,7.1751,71.1,4.9403,0.7609,1.4739,1.8311,1.1223,1.9869,0.5449,0.3556,0.3106,0.0582,0.2596,0.0363,0.055,0.2432,0.0225,coeff_0p5,"comb_1.00,1.00,1.00,0.50,1.00,0.50",IEMO
199,2.8412,81.06,2.2745,0.0157,0.551,4.2162,65.44,3.1608,0.0061,1.0493,1.0719,1.0441,1.0448,0.0014,0.004,0.0033,0.6065,0.8492,0.8188,0.003,0.0104,0.009,coeff_0p5,"comb_1.00,1.00,1.00,0.50,1.00,0.50",MELD
199,0.6234,99.17,0.3544,0.2384,0.0306,6.2607,71.47,4.3352,0.7383,1.1871,1.6038,1.1544,1.577,0.4294,0.2387,0.285,0.0605,0.2534,0.0404,0.0564,0.1808,0.0295,coeff_0p5,"comb_1.00,1.00,1.00,0.50,1.00,1.00",IEMO
199,2.8467,81.06,2.2743,0.0197,0.5527,4.2121,65.48,3.1597,0.0076,1.0449,1.0712,1.0443,1.0442,0.0015,0.0037,0.0031,0.6065,0.8489,0.8189,0.003,0.0096,0.0086,coeff_0p5,"comb_1.00,1.00,1.00,0.50,1.00,1.00",MELD
199,0.7223,99.43,0.3941,0.3041,0.024,8.8675,71.23,6.2462,1.3354,1.2858,1.7295,1.2133,1.6258,0.3126,0.2896,0.3846,0.056,0.256,0.0361,0.0349,0.2073,0.0296,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.50,1.00",IEMO
199,3.5689,80.51,2.9797,0.0246,0.5646,5.2557,65.52,4.2141,0.0098,1.0319,1.0698,1.0436,1.0438,0.0014,0.0034,0.0029,0.6054,0.8487,0.8153,0.0027,0.0089,0.0078,coeff_1p5,"comb_1.50,1.50,1.00,1.50,1.50,1.00",MELD
199,0.7895,98.33,0.4002,0.3428,0.0465,7.0011,72.15,4.8323,1.0568,1.1121,1.413,1.1849,1.4896,0.2277,0.1991,0.4167,0.0793,0.2537,0.0448,0.0388,0.1559,0.0508,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.00,1.50",IEMO
199,3.2696,80.66,2.6824,0.0252,0.562,4.7251,65.56,3.6793,0.01,1.0358,1.0673,1.0454,1.0444,0.0013,0.0034,0.0029,0.6125,0.8479,0.8147,0.0027,0.0088,0.008,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.00,1.50",MELD
199,0.7936,98.86,0.4077,0.3479,0.038,8.0772,71.41,5.7859,1.1393,1.1521,1.5801,1.1706,1.4967,0.3669,0.2209,0.294,0.0592,0.2524,0.0443,0.0474,0.1681,0.0323,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.50,1.50",IEMO
199,3.5722,80.55,2.9797,0.0267,0.5659,5.253,65.48,4.2135,0.0103,1.0292,1.0699,1.0435,1.0435,0.0015,0.0032,0.0027,0.6054,0.8484,0.8154,0.0028,0.0084,0.0075,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.50,1.50",MELD
199,0.8048,99.38,0.5082,0.2684,0.0281,8.0185,71.23,5.8367,0.9524,1.2294,1.6755,1.1615,1.5812,0.3229,0.2484,0.3811,0.0536,0.2549,0.0453,0.0387,0.1932,0.0366,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.00,1.00",IEMO
199,3.5788,80.64,2.9962,0.0203,0.5623,5.256,65.36,4.2118,0.008,1.0362,1.0703,1.0418,1.0437,0.0014,0.0036,0.003,0.605,0.846,0.8197,0.0027,0.0093,0.0082,coeff_1p5,"comb_1.50,1.00,1.50,1.00,1.00,1.00",MELD
199,0.8488,99.02,0.5207,0.298,0.0301,8.2858,71.53,5.8058,1.2298,1.2502,1.6739,1.162,1.5519,0.2889,0.2602,0.3575,0.058,0.2565,0.0489,0.0355,0.1976,0.0314,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.50,1.00",IEMO
199,3.5833,80.68,2.995,0.0248,0.5636,5.2542,65.36,4.2115,0.0099,1.0328,1.0693,1.0418,1.0448,0.0014,0.0035,0.0029,0.605,0.8454,0.8193,0.0027,0.009,0.0078,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.50,1.00",MELD
199,0.8441,99.45,0.5254,0.2955,0.0233,9.4973,70.43,6.997,1.2006,1.2997,1.7458,1.1669,1.752,0.4224,0.281,0.3314,0.0535,0.2564,0.0404,0.0446,0.2087,0.0281,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.50,1.00",IEMO
199,3.9964,80.53,3.4041,0.0229,0.5694,5.7738,65.44,4.735,0.009,1.0298,1.0689,1.0435,1.0443,0.0014,0.0034,0.0028,0.6096,0.8449,0.8149,0.0027,0.0088,0.0076,coeff_1p5,"comb_1.50,1.50,1.50,1.00,1.50,1.00",MELD
199,0.7741,98.28,0.3969,0.3233,0.0539,5.9337,71.6,3.9099,0.9286,1.0952,1.354,1.1723,1.3837,0.1979,0.1801,0.3615,0.0802,0.2598,0.0569,0.0384,0.1455,0.0473,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.00,1.50",IEMO
199,2.8527,80.96,2.2724,0.0259,0.5543,4.2081,65.59,3.1582,0.0103,1.0396,1.0697,1.0446,1.0438,0.0013,0.0035,0.003,0.6064,0.8481,0.818,0.0027,0.0091,0.0082,coeff_1p5,"comb_1.00,1.00,1.00,1.50,1.00,1.50",MELD
199,0.8216,99.16,0.4982,0.289,0.0344,7.3234,71.16,4.8699,1.2594,1.1941,1.5951,1.1446,1.5579,0.3023,0.2663,0.3598,0.0674,0.255,0.0484,0.0377,0.1863,0.0308,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.50,1.00",IEMO
199,3.2844,80.65,2.6981,0.025,0.5612,4.7248,65.48,3.678,0.0099,1.0369,1.0672,1.0435,1.0455,0.0013,0.0035,0.0029,0.6126,0.8449,0.8181,0.0027,0.0091,0.0079,coeff_1p5,"comb_1.00,1.00,1.50,1.50,1.50,1.00",MELD
199,0.7293,99.28,0.3963,0.304,0.029,7.7538,71.1,5.2348,1.2673,1.2518,1.688,1.1452,1.5576,0.2895,0.2594,0.3824,0.0607,0.2573,0.0479,0.0366,0.1993,0.0332,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.50,1.00",IEMO
199,3.1518,80.79,2.5687,0.0252,0.5579,4.739,65.4,3.6935,0.01,1.0355,1.0718,1.0419,1.0439,0.0014,0.0035,0.0029,0.5998,0.8491,0.8198,0.0027,0.0092,0.008,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.50,1.00",MELD
199,0.6799,99.33,0.3804,0.2726,0.0269,7.5381,71.47,5.341,0.9688,1.2284,1.7354,1.1492,1.5886,0.3205,0.2441,0.4042,0.0546,0.2557,0.0428,0.0396,0.1966,0.0364,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.00,1.00",IEMO
199,3.1465,80.84,2.5695,0.0207,0.5563,4.7411,65.44,3.6937,0.0081,1.0393,1.0727,1.0423,1.0423,0.0014,0.0037,0.0031,0.5997,0.8497,0.8203,0.0028,0.0095,0.0085,coeff_1p5,"comb_1.50,1.00,1.00,1.00,1.00,1.00",MELD
199,0.9478,98.43,0.5485,0.3515,0.0479,7.6253,71.29,5.3452,1.1642,1.1159,1.4943,1.1598,1.3641,0.2638,0.1941,0.3183,0.0725,0.2527,0.0607,0.0409,0.1549,0.0385,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.50,1.50",IEMO
199,3.5876,80.6,2.9944,0.0282,0.565,5.2517,65.33,4.2108,0.0111,1.0298,1.069,1.0424,1.0437,0.0014,0.0033,0.0027,0.6052,0.8453,0.8187,0.0027,0.0085,0.0075,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.50,1.50",MELD
199,0.7234,99.5,0.4016,0.2997,0.0221,8.9115,70.86,6.3984,1.2217,1.2913,1.7817,1.1711,1.7032,0.4451,0.2782,0.3323,0.0599,0.2563,0.0369,0.0467,0.2133,0.0264,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.50,1.00",IEMO
199,3.5679,80.56,2.98,0.0233,0.5647,5.2561,65.56,4.215,0.0091,1.032,1.0703,1.0435,1.0441,0.0014,0.0034,0.0028,0.6052,0.8485,0.8158,0.0028,0.0089,0.0077,coeff_1p5,"comb_1.50,1.50,1.00,1.00,1.50,1.00",MELD
199,0.8054,99.12,0.4972,0.2749,0.0333,6.9793,72.09,4.7817,1.0112,1.1864,1.5339,1.1406,1.5369,0.353,0.2581,0.2667,0.069,0.2524,0.0495,0.0467,0.186,0.0281,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.50,1.00",IEMO
199,3.2832,80.66,2.6984,0.0237,0.5611,4.7255,65.44,3.6787,0.0092,1.0375,1.0679,1.0437,1.0453,0.0014,0.0035,0.0029,0.6127,0.8448,0.8186,0.0028,0.0091,0.0079,coeff_1p5,"comb_1.00,1.00,1.50,1.00,1.50,1.00",MELD
199,0.9487,98.59,0.5388,0.3645,0.0454,7.5141,71.9,5.2531,1.1739,1.0871,1.3537,1.1784,1.4212,0.2529,0.2108,0.319,0.0786,0.2541,0.0526,0.0424,0.1611,0.0395,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.50,1.50",IEMO
199,3.7036,80.41,3.1067,0.0278,0.5691,5.2424,65.52,4.2005,0.011,1.0309,1.0656,1.045,1.0449,0.0013,0.0032,0.0027,0.6176,0.8449,0.8145,0.0027,0.0084,0.0074,coeff_1p5,"comb_1.00,1.50,1.50,1.50,1.50,1.50",MELD
199,0.7945,98.52,0.4109,0.3372,0.0464,6.8196,71.66,4.7089,0.9994,1.1113,1.4837,1.1482,1.3351,0.2025,0.1966,0.4007,0.0647,0.2575,0.0562,0.0361,0.1568,0.0478,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.00,1.50",IEMO
199,3.1526,80.79,2.5691,0.0256,0.5578,4.7377,65.36,3.6922,0.0102,1.0353,1.0715,1.0424,1.0425,0.0014,0.0035,0.0029,0.5999,0.8492,0.8201,0.0027,0.009,0.0082,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.00,1.50",MELD
199,0.8759,99.21,0.5363,0.3133,0.0263,9.2985,71.53,6.7077,1.3345,1.2564,1.6543,1.1525,1.665,0.3123,0.2757,0.3936,0.0578,0.2565,0.0432,0.0376,0.2062,0.0338,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.50,1.00",IEMO
199,3.9969,80.45,3.4033,0.0242,0.5693,5.7732,65.44,4.734,0.0097,1.0296,1.0688,1.043,1.0441,0.0014,0.0034,0.0028,0.6091,0.8449,0.8149,0.0026,0.0088,0.0076,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.50,1.00",MELD
199,0.7099,99.26,0.3775,0.3047,0.0278,7.7428,71.9,5.2374,1.2625,1.2429,1.6024,1.1869,1.6321,0.309,0.2742,0.3498,0.0621,0.2554,0.04,0.0381,0.2021,0.0303,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.50,1.00",IEMO
199,3.2686,80.72,2.682,0.0249,0.5618,4.7249,65.48,3.6793,0.0098,1.0358,1.0676,1.0448,1.0446,0.0013,0.0035,0.0029,0.6124,0.8479,0.8145,0.0027,0.009,0.0078,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.50,1.00",MELD
199,0.66,99.31,0.3637,0.2703,0.026,7.5364,71.6,5.3275,0.9781,1.2308,1.5862,1.185,1.7043,0.3147,0.2544,0.409,0.061,0.2516,0.0341,0.0422,0.1943,0.0338,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.00,1.00",IEMO
199,3.2638,80.68,2.6831,0.0204,0.5603,4.7276,65.52,3.68,0.008,1.0396,1.0687,1.0453,1.044,0.0014,0.0036,0.0031,0.6123,0.8484,0.8149,0.0028,0.0094,0.0083,coeff_1p5,"comb_1.00,1.50,1.00,1.00,1.00,1.00",MELD
199,0.9022,98.45,0.5299,0.3231,0.0492,7.4236,70.92,5.4031,0.8817,1.1388,1.3977,1.1821,1.4882,0.2664,0.1737,0.3546,0.0737,0.2562,0.048,0.0504,0.1491,0.0491,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.00,1.50",IEMO
199,3.6983,80.46,3.1069,0.0236,0.5678,5.2435,65.48,4.2003,0.0092,1.034,1.0661,1.0445,1.045,0.0014,0.0033,0.0029,0.6176,0.8447,0.8149,0.0028,0.0086,0.0078,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.00,1.50",MELD
199,0.6959,99.16,0.3782,0.289,0.0287,7.5742,70.98,5.2481,1.0656,1.2605,1.6214,1.1573,1.6463,0.2358,0.2411,0.4707,0.0613,0.2559,0.0407,0.033,0.1976,0.0419,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.00,1.00",IEMO
199,3.2646,80.69,2.6824,0.0217,0.5605,4.7281,65.56,3.6803,0.0086,1.0392,1.0686,1.0447,1.0446,0.0013,0.0036,0.0031,0.6121,0.8483,0.8146,0.0027,0.0094,0.0083,coeff_1p5,"comb_1.00,1.50,1.00,1.50,1.00,1.00",MELD
199,0.9135,98.47,0.5368,0.3284,0.0483,7.371,71.04,5.2772,0.9872,1.1067,1.4902,1.1538,1.3112,0.2107,0.191,0.3846,0.0711,0.2496,0.0557,0.0371,0.1492,0.0488,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.00,1.50",IEMO
199,3.5847,80.62,2.9957,0.0252,0.5639,5.2539,65.36,4.2113,0.01,1.0326,1.0692,1.0427,1.0434,0.0014,0.0034,0.0029,0.6052,0.8456,0.8195,0.0027,0.0088,0.008,coeff_1p5,"comb_1.50,1.00,1.50,1.50,1.00,1.50",MELD
199,0.8251,99.24,0.507,0.2913,0.0268,8.2125,71.16,5.8542,1.1078,1.2505,1.5927,1.1401,1.7009,0.3932,0.284,0.2871,0.0654,0.2546,0.0398,0.0504,0.2,0.0272,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.50,1.00",IEMO
199,3.6976,80.44,3.107,0.0232,0.5675,5.2433,65.52,4.2,0.009,1.0343,1.0661,1.0438,1.0454,0.0014,0.0034,0.0028,0.6175,0.8452,0.8145,0.0028,0.0089,0.0077,coeff_1p5,"comb_1.00,1.50,1.50,1.00,1.50,1.00",MELD
199,0.7054,99.26,0.3875,0.2896,0.0283,7.6561,71.66,5.313,1.0616,1.2815,1.7517,1.1503,1.5351,0.226,0.2463,0.4763,0.0561,0.258,0.0453,0.0328,0.199,0.0414,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.00,1.00",IEMO
199,3.1476,80.85,2.5693,0.022,0.5563,4.74,65.48,3.6925,0.0088,1.0386,1.0723,1.042,1.0421,0.0013,0.0037,0.0031,0.5998,0.8495,0.8201,0.0027,0.0095,0.0085,coeff_1p5,"comb_1.50,1.00,1.00,1.50,1.00,1.00",MELD
199,0.9544,98.67,0.55,0.3633,0.0411,8.5791,71.72,6.1833,1.2595,1.1363,1.4935,1.172,1.4567,0.2754,0.2163,0.3479,0.0657,0.253,0.0479,0.0397,0.1657,0.0368,coeff_1p5,"comb_1.50,1.50,1.50,1.50,1.50,1.50",IEMO
